title:"Real-Time Physiological Correction Ratio between Fluorescence and Chlorophyll-a Dataset"
summary:"Dataset containing the climatological physiological correction ratio between fluorescence and chlorophyll-a, at global scale and on a regular 1�x1� grid."
institution:"Sorbonne Universite/CNRS"
source:"SOCA-based climatologies of fluorescence and light (Sauzede et al., 2016; Renosh et al., 2023; Sauzede et al., 2025)"
9,-71,1.265716903422063,0.3101046097805492
9,-70,,
9,-69,,
9,-68,,
9,-67,,
9,-66,,
9,-65,,
9,-64,,
9,-63,,
9,-62,,
9,-61,0.8265554887112246,0.15476899534095356
9,-60,0.8265554887112246,0.15476899534095356
9,-59,0.8265554887112246,0.15476899534095356
9,-58,0.8443205068575762,0.14594928810435132
9,-57,0.8049089143748847,0.12948125464198085
9,-56,0.7362383170469828,0.1006419063157409
9,-55,0.7237614843062022,0.1180569148941533
9,-54,0.7995663806853246,0.23974101348619087
9,-53,0.8338039639239055,0.3179932147469554
9,-52,0.8127712870161283,0.19484577052461544
9,-51,0.8099385675793173,0.20314449021498965
9,-50,0.8698015199364512,0.3207488351304844
9,-49,0.934135561004044,0.37043447359357046
9,-48,0.9760801025181368,0.35996189124411254
9,-47,1.0065636009324073,0.33282494494248827
9,-46,1.0191144908252507,0.31507617329946386
9,-45,1.0584167976761836,0.3344617663298404
9,-44,1.092132759294348,0.34313406666045665
9,-43,1.1003396849623492,0.32613396127460303
9,-42,1.1478045135479484,0.2699752833796688
9,-41,1.16179903299175,0.24336418889210296
9,-40,1.1626202289298166,0.2059543684801537
9,-39,1.1581582358321851,0.15647422530366828
9,-38,1.1558512424051437,0.14871388771173608
9,-37,1.1790984896514332,0.17224422397653166
9,-36,1.1843293755206783,0.18330169740511168
9,-35,1.1832766949752045,0.18586069517866688
9,-34,1.1967324062071916,0.18431352274227
9,-33,1.2440975377199954,0.21267580647408868
9,-32,1.2703090070616212,0.22742215348566097
9,-31,1.2900228510211966,0.25798273292496915
9,-30,1.3188899269709595,0.29566717063132697
9,-29,1.2912950985251277,0.2700167400069023
9,-28,1.2638620302589216,0.2513425382002405
9,-27,1.2265877422913747,0.21518795299534213
9,-26,1.142259952337647,0.12387864134246454
9,-25,1.0894119088267349,0.08736162056568726
9,-24,1.069698131263886,0.07696462990536326
9,-23,1.015587649938718,0.045144235254031835
9,-22,0.9993164830763223,0.04611606914692623
9,-21,0.9549279469578813,0.05667400255936755
9,-20,0.8953106265087326,0.08471038336039585
9,-19,0.8572186151718297,0.1019622385780101
9,-18,0.8215657522939828,0.12752150333274395
9,-17,0.825225151926783,0.13879957530887604
9,-16,0.8240501127304065,0.14068887252241827
9,-15,0.8366177809713462,0.1522859238176413
9,-14,0.8579305409721972,0.10708876420143489
9,-13,0.8579305409721972,0.10708876420143489
9,-12,,
9,-11,,
9,-10,,
9,-9,,
9,-8,,
9,-7,,
9,-6,,
9,-5,,
9,-4,,
9,-3,,
9,-2,,
9,-1,,
9,0,,
9,1,,
9,2,,
9,3,,
9,4,,
9,5,,
9,6,,
9,7,,
9,8,,
9,9,,
9,10,,
9,11,,
9,12,,
9,13,,
9,14,,
9,15,,
9,16,,
9,17,,
9,18,,
9,19,,
9,20,,
9,21,,
9,22,,
9,23,,
9,24,,
9,25,,
9,26,,
9,27,,
9,28,,
9,29,,
9,30,,
9,31,,
9,32,,
9,33,,
9,34,,
9,35,,
9,36,,
9,37,,
9,38,,
9,39,,
9,40,,
9,41,,
9,42,,
9,43,,
9,44,,
9,45,,
9,46,,
9,47,,
9,48,,
9,49,,
9,50,2.415496416088505,0.591558216060448
9,51,2.428026356247861,0.5599218867282048
9,52,2.3895755867202553,0.4790674057347893
9,53,2.394850093775314,0.5315692475446803
9,54,2.2989093999267425,0.5538192662277922
9,55,2.2382843671537933,0.5902976500816861
9,56,2.1802461961621655,0.6026909472544352
9,57,2.186345591398668,0.530714432214619
9,58,2.237140309862803,0.5326871002613898
9,59,2.183427303044372,0.49130091810259546
9,60,2.177060288426788,0.4618091116816041
9,61,2.223113668693619,0.5538572936088169
9,62,2.1753922909114567,0.5839326521738567
9,63,2.1229229912073255,0.5942877011096646
9,64,2.0577835971809444,0.6263133203795106
9,65,1.9192740821151533,0.5664547846188737
9,66,1.841747999273048,0.47195968588699255
9,67,1.7877090452834927,0.421130931633642
9,68,1.7182237968190295,0.3829182829255287
9,69,1.7252571742277507,0.38237780568093055
9,70,1.7266017068164987,0.3636925731470568
9,71,1.7241989059430356,0.31679839935525694
9,72,1.7357440912256952,0.2739414233803427
9,73,1.7886141234704585,0.3963554448195032
9,74,1.650670229682901,0.40737983177725634
9,75,1.436506834181472,0.4083724561122656
9,76,1.436506834181472,0.4083724561122656
9,77,1.6277072049666064,0.29212445107281665
9,78,1.6277072049666064,0.29212445107281665
9,79,1.5851077657552133,0.3652884850600087
9,80,1.2440841107481913,0.37555083220201174
9,81,1.2440841107481913,0.37555083220201174
9,82,1.166996373305554,0.2762882591717345
9,83,1.105743229048822,0.31188078190541807
9,84,1.1150258287872759,0.3403102857099055
9,85,1.129404869149336,0.32642711247641526
9,86,1.1525292579287139,0.3024043696345372
9,87,1.1543700866971398,0.24516650097705928
9,88,1.162526327706373,0.23549959425860925
9,89,1.1519414456996753,0.23695405980846787
9,90,1.0896235544548512,0.20554731424391004
9,91,1.0318509938995835,0.2046005151188654
9,92,1.0222115270826233,0.20778765752652056
9,93,1.0321651720092704,0.27058573713307804
9,94,1.0571583942544007,0.24250452203946532
9,95,1.0661766795738044,0.24657224935344013
9,96,1.0343736597985187,0.22725553151373337
9,97,1.0343736597985187,0.22725553151373337
9,98,1.0343736597985187,0.22725553151373337
9,99,1.0343736597985187,0.22725553151373337
9,100,1.0343736597985187,0.22725553151373337
9,101,1.0343736597985187,0.22725553151373337
9,102,1.0343736597985187,0.22725553151373337
9,103,1.0343736597985187,0.22725553151373337
9,104,1.1111638357785618,0.1072693887539616
9,105,1.1111638357785618,0.1072693887539616
9,106,1.1111638357785618,0.1072693887539616
9,107,1.1111638357785618,0.1072693887539616
9,108,1.1111638357785618,0.1072693887539616
9,109,1.1111638357785618,0.1072693887539616
9,110,1.1111638357785618,0.1072693887539616
9,111,1.0838811497193208,0.12402023537918049
9,112,1.0109361986372418,0.0865470334951582
9,113,0.9537700978975134,0.0676693948360735
9,114,0.9644775788796627,0.0956562912544137
9,115,1.02229961774496,0.11026869962610424
9,116,1.0680463023877835,0.13025477225614962
9,117,1.1191179499313475,0.1341123918284505
9,118,1.2239613486207663,0.3269519470728248
9,119,1.2603534687020734,0.28397749693212915
9,120,1.3709688427907023,0.2735905494752155
9,121,1.5889749314280313,0.32161126141239976
9,122,1.748055629138157,0.39134389080997034
9,123,1.8899922989434563,0.5316334216259879
9,124,1.9071632308817836,0.5569513132426431
9,125,2.5482236645267955,0.892588688891067
9,126,1.697697798118656,0.16089361584892087
9,127,1.7908512018235367,0.15766844913501912
9,128,1.7650101373679539,0.2906960034816023
9,129,1.8435198568677345,0.41893897714196365
9,130,1.8160782919197107,0.3885568878210564
9,131,1.667013198352366,0.25678430811596864
9,132,1.6234373961816813,0.29588069511083487
9,133,1.6501622771830626,0.3031582352081648
9,134,1.670924934886564,0.27921309056598653
9,135,1.6856760986228618,0.2635667383258882
9,136,1.659661359388953,0.2632199039451111
9,137,1.561013245459888,0.1597262575458669
9,138,1.5369921954722534,0.12956523692780025
9,139,1.5350522605994112,0.1427374104308003
9,140,1.5282505907140136,0.1512623273982978
9,141,1.543640362658501,0.16482190416512005
9,142,1.5494980270774168,0.24162464034881767
9,143,1.5125746006643908,0.21276739324352145
9,144,1.4528648999585263,0.14872465127516488
9,145,1.4350452916153107,0.15808305165881023
9,146,1.3955512747298506,0.1661902960636209
9,147,1.2947684419122052,0.1360758747918927
9,148,1.2376056333606509,0.11098792680723409
9,149,1.2366206774389588,0.10987811980445104
9,150,1.25495041064397,0.13156433465338233
9,151,1.4290524596825291,0.24065887573854433
9,152,1.4845567688139951,0.2778815030030203
9,153,1.5285690853877802,0.24460749116247957
9,154,1.4932441394769032,0.2610804407463409
9,155,1.5025885337766856,0.2556645595693626
9,156,1.6328741281964751,0.31458053836073907
9,157,1.6760236432576627,0.3580736976798723
9,158,1.6198820773282034,0.3579212006266973
9,159,1.562618452339141,0.3424791815971255
9,160,1.528077161194377,0.2844136211271513
9,161,1.4924344701165584,0.2635123641786362
9,162,1.4773262036835448,0.3276653053163401
9,163,1.5003600940797288,0.35864920648509485
9,164,1.5776242473473696,0.3549000468374399
9,165,1.6264321031290214,0.28471082583030327
9,166,1.5511637391505932,0.21991348942275124
9,167,1.518301745430514,0.24228401340822148
9,168,1.5886232996547887,0.38846601163620553
9,169,1.7161268577487727,0.4758611052731294
9,170,1.682570747253309,0.4287813831292524
9,171,1.6726594745208423,0.4074655443629881
9,172,1.801007505335502,0.4005441726072627
9,173,1.9222960371362596,0.347710035199534
9,174,1.9320051677880967,0.3299186421709164
9,175,1.9392954277560568,0.28753063854057626
9,176,2.0247542989383334,0.24967988523103263
9,177,2.0728072014687444,0.24544161577745283
9,178,2.074172909501515,0.2540422831765249
9,179,2.0802492072372765,0.26551082801927406
10,-180,2.0992714053801342,0.24596635115105364
10,-179,2.090058597244134,0.2547109851501737
10,-178,2.0976375895417627,0.254685454903064
10,-177,2.1400663116107768,0.24615066826250295
10,-176,2.114121166201171,0.2403297744708676
10,-175,2.0937505216700956,0.27141205659488743
10,-174,2.117469915510468,0.2794161224081131
10,-173,2.1374000806405897,0.2687533196265553
10,-172,2.073318142791272,0.2580058340594287
10,-171,2.0308339880105337,0.296141552476095
10,-170,2.061995792068326,0.30535727689897174
10,-169,2.0769463564331034,0.28593388146225795
10,-168,2.0606484720206995,0.25372417530995234
10,-167,2.0434582430707438,0.2365125491372844
10,-166,2.0300671214659056,0.2418519458255112
10,-165,1.9557689475627584,0.25111679326026454
10,-164,1.9133245838425512,0.23263333142127443
10,-163,1.9345014855585985,0.2537787185560992
10,-162,1.9263199359220748,0.2961853526189744
10,-161,1.8967637525982408,0.311104844739943
10,-160,1.8650668331667652,0.3034947660851087
10,-159,1.8619982778890931,0.32498640194745265
10,-158,1.8849385817389428,0.3471009983781723
10,-157,1.8979691935430063,0.3630925100991538
10,-156,1.8545530808142208,0.35469272156081544
10,-155,1.7914765582446357,0.3433426113861018
10,-154,1.7735109988357458,0.3456778089135768
10,-153,1.8023667042959308,0.36925042614448583
10,-152,1.8298594563444608,0.4164133196869455
10,-151,1.7780029529309924,0.3868345436776731
10,-150,1.7020587744803015,0.3855923446063512
10,-149,1.7066693421878885,0.44858771535661257
10,-148,1.7523675610536575,0.4917427548805481
10,-147,1.829830648430486,0.5350134270671595
10,-146,1.9121412131996065,0.5757296737572839
10,-145,1.881017767652794,0.5723036671275038
10,-144,1.857935793153929,0.5458899682420635
10,-143,1.8632962151745684,0.5116063791947423
10,-142,1.7768096246552985,0.4532184045999124
10,-141,1.7201770765490556,0.49852697486868247
10,-140,1.7043855414740103,0.5387602346970011
10,-139,1.6759229453247797,0.550280580170877
10,-138,1.6946995745882072,0.557770901833855
10,-137,1.702150343871906,0.5627257859716513
10,-136,1.679304357182137,0.5933483381781307
10,-135,1.6459761530209092,0.5894534203014883
10,-134,1.6387456823239046,0.5987033864948488
10,-133,1.6654222638566505,0.5910318593048935
10,-132,1.6918512655953135,0.5208646819415009
10,-131,1.647674206929666,0.5074426894500619
10,-130,1.5736389278999978,0.5212535069797188
10,-129,1.6373885512525135,0.5961179992088821
10,-128,1.601623514940224,0.5677116061198886
10,-127,1.5494120202008483,0.5181735494801814
10,-126,1.5579497744135242,0.5523859987026465
10,-125,1.5944614793431042,0.5028317463977039
10,-124,1.5784040645123436,0.4627722478753769
10,-123,1.5123913189359273,0.489881460904834
10,-122,1.4872893384231505,0.4962888374355788
10,-121,1.472204815576219,0.47520468343587485
10,-120,1.4508099629832802,0.46371322208646126
10,-119,1.4240775932247949,0.4490143127531997
10,-118,1.3852670037800698,0.41776960682406467
10,-117,1.3478567191116924,0.40123487763445886
10,-116,1.338811132675128,0.3899550955933607
10,-115,1.3727392073643723,0.39333389437600286
10,-114,1.4056856409483744,0.453269338059849
10,-113,1.4020869723885152,0.45733436369127406
10,-112,1.3497263377870943,0.42893957337026456
10,-111,1.3250595088939363,0.41261687860273866
10,-110,1.3377359958307051,0.40066530457969773
10,-109,1.3231946463242434,0.3874948719800472
10,-108,1.3120080128887763,0.36199455803641933
10,-107,1.3640412118620255,0.3960968008367506
10,-106,1.33767450240143,0.3980208286002668
10,-105,1.281224876708844,0.38077767787455663
10,-104,1.2290038154401803,0.41699128174789046
10,-103,1.1920644245075316,0.4412441524710268
10,-102,1.1814935496439292,0.4152305545040236
10,-101,1.1732342354353216,0.415481551241828
10,-100,1.1489438717166132,0.45093108919431135
10,-99,1.1349202823882467,0.46300136559757854
10,-98,1.0955213849202388,0.474872522587036
10,-97,1.0859503303305,0.5087303704797164
10,-96,1.0649692149953955,0.48369794899697777
10,-95,1.0452904953949376,0.43128274739161415
10,-94,1.0199090293945052,0.3924641742200581
10,-93,0.9527080745180638,0.3233066367491283
10,-92,0.935204988950748,0.23950799593232436
10,-91,0.8950826713147116,0.20328571407735643
10,-90,0.7195253121534473,0.212617191757743
10,-89,0.6117326296378618,0.1807483714754308
10,-88,0.6279100970556946,0.21877000063222476
10,-87,0.6736923221943354,0.23147544355478003
10,-86,0.7318225507600674,0.21322791207552447
10,-85,0.7318225507600674,0.21322791207552447
10,-84,0.8961400339336568,0.18524290593597392
10,-83,1.314677630612937,0.3252047683821297
10,-82,1.253608339339708,0.29073232926673104
10,-81,1.252848410649394,0.3164319269840001
10,-80,1.3016176134301096,0.31009811655108127
10,-79,1.3830216212526811,0.2903991745026043
10,-78,1.4047885097674844,0.2524157645633646
10,-77,1.3763118124754747,0.2563515500384031
10,-76,1.3717253123968016,0.3153583416750618
10,-75,1.3717253123968016,0.3153583416750618
10,-74,,
10,-73,,
10,-72,1.1866717576660295,0.2313158887974868
10,-71,1.265716903422063,0.3101046097805492
10,-70,,
10,-69,,
10,-68,,
10,-67,,
10,-66,1.0415597825423994,0.14271726350271513
10,-65,0.9081699821845488,0.1516835096274292
10,-64,0.9081699821845488,0.1516835096274292
10,-63,1.1667310593265803,0.21067491374287983
10,-62,1.154654649170436,0.19594628791688676
10,-61,0.9739549851117747,0.18185507057151523
10,-60,0.9739549851117747,0.18185507057151523
10,-59,0.8802624435977505,0.19584729191295755
10,-58,0.8822619527652611,0.19906018901562184
10,-57,0.8411116961890962,0.1827796466781548
10,-56,0.7851653648125771,0.1484315601625616
10,-55,0.803815227832963,0.1850231203008814
10,-54,0.8564952197014649,0.27482135996423734
10,-53,0.8315782298463098,0.27543415885042566
10,-52,0.7915517371435533,0.19851777526783157
10,-51,0.8453996367364641,0.2537642039273217
10,-50,0.9069779941229384,0.32118533447567577
10,-49,0.9821044048277949,0.32799855476087325
10,-48,1.0230115432185445,0.3152637394624532
10,-47,1.0389070194026988,0.3150723120608804
10,-46,1.0465330351760511,0.30855225412693665
10,-45,1.088331475765545,0.2851545771641658
10,-44,1.1408242465362464,0.2531070328022125
10,-43,1.178222900309096,0.22446713059736828
10,-42,1.1888192593860831,0.1885319515745532
10,-41,1.1817836102217107,0.20221813143682588
10,-40,1.1645331866853317,0.17952164564207973
10,-39,1.1836088103685372,0.1405123306715524
10,-38,1.2112638321419182,0.14947905455847182
10,-37,1.2546444163166135,0.18449510018412285
10,-36,1.251561030922972,0.1892828032180965
10,-35,1.2764978633271244,0.17566642708016028
10,-34,1.3030812109081211,0.1648536671826571
10,-33,1.311676044624814,0.21063485891699377
10,-32,1.3211649682715267,0.23206786728364287
10,-31,1.3527758466100333,0.2633194645918774
10,-30,1.3784072463000439,0.30015244125808765
10,-29,1.3540631898438595,0.28861235041405214
10,-28,1.334304023756558,0.2639426480600425
10,-27,1.2872672999811148,0.2260808551237368
10,-26,1.1837031288565962,0.15148287325669926
10,-25,1.1209570966156575,0.0911194100997208
10,-24,1.0723275711057267,0.06013372245945149
10,-23,1.0278770101956856,0.06604336320859436
10,-22,0.9772644453662604,0.06597048464596626
10,-21,0.9031810118500762,0.1041250200492214
10,-20,0.8494222989763884,0.11082117171967593
10,-19,0.8250882628678128,0.12613046684483847
10,-18,0.8405798991833806,0.13350706547223176
10,-17,0.8405798991833806,0.13350706547223176
10,-16,0.8240501127304065,0.14068887252241827
10,-15,0.8366177809713462,0.1522859238176413
10,-14,0.8366177809713462,0.1522859238176413
10,-13,,
10,-12,,
10,-11,,
10,-10,,
10,-9,,
10,-8,,
10,-7,,
10,-6,,
10,-5,,
10,-4,,
10,-3,,
10,-2,,
10,-1,,
10,0,,
10,1,,
10,2,,
10,3,,
10,4,,
10,5,,
10,6,,
10,7,,
10,8,,
10,9,,
10,10,,
10,11,,
10,12,,
10,13,,
10,14,,
10,15,,
10,16,,
10,17,,
10,18,,
10,19,,
10,20,,
10,21,,
10,22,,
10,23,,
10,24,,
10,25,,
10,26,,
10,27,,
10,28,,
10,29,,
10,30,,
10,31,,
10,32,,
10,33,,
10,34,,
10,35,,
10,36,,
10,37,,
10,38,,
10,39,,
10,40,,
10,41,,
10,42,,
10,43,,
10,44,1.4160518405160867,0.5869630053864053
10,45,1.4160518405160867,0.5869630053864053
10,46,,
10,47,,
10,48,,
10,49,,
10,50,,
10,51,2.020312875012361,0.48298953954375057
10,52,2.020312875012361,0.48298953954375057
10,53,2.1662942408287265,0.5475628155493207
10,54,2.1927584553241264,0.5930743292915923
10,55,2.208234868229942,0.5806927699333473
10,56,2.176728932151723,0.5209664851586717
10,57,2.129977341253622,0.4843652946691897
10,58,2.1225626737287726,0.5274604067377969
10,59,2.1179574435312416,0.5317090852752111
10,60,2.152115701942636,0.5090134186626523
10,61,2.17208426791678,0.5478225341871924
10,62,2.2137595625454045,0.5915903541017705
10,63,2.1676728264246727,0.5504286486015848
10,64,2.125503547074114,0.6343414662881348
10,65,2.04153017314284,0.6615806048118019
10,66,1.95975983032786,0.6245769614918988
10,67,1.873204151720584,0.5604930757482365
10,68,1.7740103078793783,0.5011765084177462
10,69,1.7387822395290344,0.44021671823903374
10,70,1.7252667908488764,0.42151875276342815
10,71,1.6788488472005052,0.3360715359361579
10,72,1.661007997847488,0.3038837831205826
10,73,1.627077053330421,0.39300597185029007
10,74,1.545433610521877,0.41623796606922686
10,75,1.5033514346527928,0.4558232024561804
10,76,1.5033514346527928,0.4558232024561804
10,77,,
10,78,,
10,79,1.1149520529862096,0.36271165546597456
10,80,1.1149520529862096,0.36271165546597456
10,81,1.188768996049005,0.2610423867713127
10,82,1.115453061400928,0.28791690635008116
10,83,1.0998130057128075,0.32098921161204613
10,84,1.1000048375465759,0.32978150307722665
10,85,1.090167779082404,0.29037087988551613
10,86,1.1002361942968564,0.30813096824724984
10,87,1.0934615549359012,0.2896433283566111
10,88,1.0802780347736507,0.28565334836135947
10,89,1.083783787241292,0.27712858534784635
10,90,1.0573952185044972,0.21908306022118493
10,91,1.0165619290561092,0.20359765786374956
10,92,0.9936050164608254,0.20701416651229537
10,93,0.994509689135272,0.22064882349606824
10,94,1.000199827908568,0.21632051408163108
10,95,0.9968971419951679,0.22142732289975411
10,96,0.980737392493055,0.1961530562250841
10,97,0.980737392493055,0.1961530562250841
10,98,0.980737392493055,0.1961530562250841
10,99,0.980737392493055,0.1961530562250841
10,100,0.980737392493055,0.1961530562250841
10,101,0.980737392493055,0.1961530562250841
10,102,0.980737392493055,0.1961530562250841
10,103,0.980737392493055,0.1961530562250841
10,104,1.0626040659755787,0.1028063638636085
10,105,1.0626040659755787,0.1028063638636085
10,106,1.0626040659755787,0.1028063638636085
10,107,1.0626040659755787,0.1028063638636085
10,108,1.0626040659755787,0.1028063638636085
10,109,1.0626040659755787,0.1028063638636085
10,110,1.0626040659755787,0.1028063638636085
10,111,1.0303317974364612,0.10283689780910785
10,112,0.9996056418919748,0.0837804597443089
10,113,0.9616937795575689,0.07422815778083007
10,114,0.962973571922276,0.11074931562776932
10,115,1.0046971607015445,0.13978322298754176
10,116,1.0260763138349736,0.1068269678875734
10,117,1.091969953830089,0.13243430670049097
10,118,1.109384947852764,0.1488088478173215
10,119,1.32301474811792,0.3542727049917297
10,120,1.418438653554184,0.3035290447810049
10,121,1.5015394471375283,0.2967257130015907
10,122,1.7876462159158284,0.34248015919553665
10,123,1.8899922989434563,0.5316334216259879
10,124,1.9071632308817836,0.5569513132426431
10,125,2.1510370902338067,0.5878912178271128
10,126,1.8534165217522047,0.21970726443647065
10,127,1.7567826474182042,0.11999427486146302
10,128,1.6337987990689595,0.13307604046362947
10,129,1.6230415536548564,0.15575117784968187
10,130,1.6080456284304652,0.13092668111837708
10,131,1.572872351092811,0.11879298684013868
10,132,1.5999548195572713,0.1760699817889019
10,133,1.634256580066905,0.23272873487284268
10,134,1.61682578593753,0.1771444337237978
10,135,1.5905791807149603,0.1569867378108683
10,136,1.6053388544181495,0.19306010909702365
10,137,1.5742119371139471,0.18075764225933863
10,138,1.5462066983889533,0.16353695782868982
10,139,1.546974033161442,0.14308872612136267
10,140,1.5311114841869808,0.14673824340736874
10,141,1.5640554322698976,0.1388040358690897
10,142,1.5448350935360264,0.1400190911362185
10,143,1.5218212944728229,0.1616019139509306
10,144,1.4905723817783547,0.1882358594431351
10,145,1.5077033667592727,0.19557409630244296
10,146,1.5296813827588465,0.20364359477999464
10,147,1.439783620552252,0.17222420569057723
10,148,1.4233973110979772,0.17767223189970355
10,149,1.4244958980560825,0.1865446911213846
10,150,1.4376393340042364,0.224425658449782
10,151,1.484266719171891,0.25192963467037194
10,152,1.5333197002935424,0.2508621300390915
10,153,1.5655999670080094,0.19357801448666564
10,154,1.5391636457872877,0.23274326117190877
10,155,1.5118047420738483,0.2196899302604304
10,156,1.5410308001887079,0.24234139507232524
10,157,1.584215520943318,0.28571850474614446
10,158,1.5873806282094964,0.29065862852655344
10,159,1.5599158059687457,0.29765672736482096
10,160,1.5216355538189619,0.2579129751437194
10,161,1.4759500856555863,0.23557232401071748
10,162,1.4520454058991925,0.25777675167153546
10,163,1.4318518468425292,0.21934990803299115
10,164,1.4554250617451092,0.1850380814708465
10,165,1.4680424952093416,0.1495702857104833
10,166,1.4813424972377127,0.16304824012297245
10,167,1.5251600739812659,0.18140369678402443
10,168,1.6221060764425772,0.3190868560276451
10,169,1.6281031916286095,0.36950153119117063
10,170,1.6429690235420755,0.41130489377218254
10,171,1.68272536962749,0.44203184059312817
10,172,1.7079277496848075,0.3876971595629369
10,173,1.7423693648630032,0.3158830234138754
10,174,1.7742179905917692,0.313197364699106
10,175,1.8307341652743008,0.3161966846051445
10,176,1.9035075082239252,0.2743773510847484
10,177,1.9536057722855025,0.2697297300490402
10,178,1.98067189398096,0.31285065960476316
10,179,2.0193749452763528,0.31535475593412754
11,-180,1.9111004940656235,0.27768747691344664
11,-179,1.9750620009119375,0.3237501214091971
11,-178,2.0075736231809556,0.3358639309387598
11,-177,1.994888831616418,0.2758402555967861
11,-176,1.9510434251600548,0.2714988688513643
11,-175,1.931560892381296,0.2957046910216428
11,-174,2.000660441932287,0.303807058991414
11,-173,2.037324709640711,0.2859250214657446
11,-172,2.050209907101922,0.2984576710700996
11,-171,2.0564073998417216,0.3320612783691864
11,-170,2.056516430311309,0.3311429025820773
11,-169,2.052598650057193,0.30993816968202276
11,-168,2.083451407085705,0.3271594994934072
11,-167,2.097906366407668,0.3329969720689728
11,-166,2.106431087719943,0.3120660924763131
11,-165,2.088366916383869,0.3103283693305276
11,-164,2.0640550292641913,0.31675727185866326
11,-163,2.035680971091228,0.28980063689106067
11,-162,1.9881630587146188,0.2627133972652097
11,-161,1.959202515876565,0.27765456098204067
11,-160,1.9422436463937292,0.291672953691902
11,-159,1.9323993599440747,0.32086301621879676
11,-158,1.9290226018378849,0.33298251424261127
11,-157,1.9257536003498248,0.31884445676570217
11,-156,1.899663471877134,0.29431795626218565
11,-155,1.8492531367024905,0.2983285177596687
11,-154,1.8146441454082625,0.30895519084494916
11,-153,1.8288810444149917,0.33714252366755626
11,-152,1.860481777296964,0.35845663047186643
11,-151,1.824986235453104,0.3154680976642053
11,-150,1.736909289648354,0.31091888016696445
11,-149,1.7043644844289283,0.3717264499118765
11,-148,1.7571225003780475,0.39839689509652576
11,-147,1.82410397553807,0.4240171718281032
11,-146,1.8338700297369273,0.42739267798905695
11,-145,1.8264671458120147,0.439246474270964
11,-144,1.8478145219425928,0.4648672352704906
11,-143,1.8530948838560517,0.44652684354883726
11,-142,1.7868584968118628,0.40817517621951666
11,-141,1.74341059489983,0.4596576782530471
11,-140,1.7296468096506887,0.5011641424498842
11,-139,1.6878777166374264,0.5035655728672115
11,-138,1.665393362058684,0.507093028627931
11,-137,1.6766158691090847,0.48758638313226815
11,-136,1.6838736813094628,0.4773002915928069
11,-135,1.6922329676654988,0.5342767928518009
11,-134,1.695427429577728,0.5746511627887252
11,-133,1.667518995077221,0.575296471921167
11,-132,1.6699065658769987,0.5610882708423299
11,-131,1.6344417978445047,0.4984466383676927
11,-130,1.6274743070242934,0.5473833308207026
11,-129,1.6219302173202217,0.611984880289139
11,-128,1.5665627674333755,0.5693727192300557
11,-127,1.5311480665802166,0.5302791745497792
11,-126,1.5449968310793123,0.539707630581218
11,-125,1.5661507237445362,0.522890457914344
11,-124,1.5337099820959508,0.5031307746410125
11,-123,1.4905578743779233,0.5206411614962037
11,-122,1.4580111122839838,0.4985922433163774
11,-121,1.417011954711401,0.4883802325276047
11,-120,1.3951594606661115,0.4606799546192853
11,-119,1.396201522119814,0.4444684939219971
11,-118,1.3870752977566074,0.4292279309652265
11,-117,1.3511334009941407,0.4133118721690892
11,-116,1.3501562841364523,0.37724885584896767
11,-115,1.3565975055359387,0.3630589572014349
11,-114,1.38209120688118,0.39622206809542304
11,-113,1.368053824416988,0.3729887698818976
11,-112,1.3148748293029686,0.3346755847560617
11,-111,1.3255338869735551,0.3898483270904267
11,-110,1.3552363361407762,0.4132988486624258
11,-109,1.365297465340349,0.38871042796179206
11,-108,1.3705130713676135,0.39511024587913246
11,-107,1.3804254339095083,0.4103249258347256
11,-106,1.3605876864071795,0.4163432841415635
11,-105,1.352584743224753,0.4173307738864112
11,-104,1.3056524293657052,0.4497977485443539
11,-103,1.2673044810481306,0.43215485339714566
11,-102,1.237154434240605,0.3911884449729909
11,-101,1.2360011205796486,0.39556767992506914
11,-100,1.228376801739617,0.41547726609199775
11,-99,1.2092393269162423,0.41809590315597767
11,-98,1.1552484350461036,0.3787229520849036
11,-97,1.160519389681829,0.411747318878702
11,-96,1.1185249456021524,0.4363474668266351
11,-95,1.1173266039208376,0.4322116376937824
11,-94,1.1281864134821475,0.4067595652236148
11,-93,1.0922721670612194,0.38493409211566815
11,-92,1.0482508645095883,0.3096960028194024
11,-91,1.0355886615410868,0.2365926728523336
11,-90,0.938303182798332,0.18182515053477052
11,-89,0.8450896747087328,0.1562913048017414
11,-88,0.809490267512185,0.14781894317451075
11,-87,0.6919036960418096,0.1788723677322012
11,-86,0.7318225507600674,0.21322791207552447
11,-85,,
11,-84,1.4218739412754995,0.28459771309255744
11,-83,1.4218739412754995,0.28459771309255744
11,-82,1.3397872846861298,0.27751299922416806
11,-81,1.3333072949971827,0.3044401402039798
11,-80,1.3593605869063383,0.24743737541555688
11,-79,1.4040819128411435,0.2885011782367132
11,-78,1.3971454468617255,0.3121640918573587
11,-77,1.364210687170453,0.2968042907065809
11,-76,1.316035485193982,0.3081623043878128
11,-75,1.3031963190186469,0.2862827683166336
11,-74,1.2100176211051448,0.26444503632029326
11,-73,1.1866717576660295,0.2313158887974868
11,-72,1.1866717576660295,0.2313158887974868
11,-71,1.7146418903451899,0.4420960385856848
11,-70,1.265716903422063,0.3101046097805492
